date,symbol,model,decision,conviction,confidence,reasoning,signed_return_1d,benchmark_adjusted_1d,signed_return_5d,benchmark_adjusted_5d,signed_return_20d,benchmark_adjusted_20d
2025-10-29,SOFI,pead_yahoo,buy,1.0,0.6801,EPS surprise 23.01% after earnings on 2025-10-28; hold 5 trading days,-0.06051776553302468,-0.04951964598300429,-0.026860839286493632,-0.012589468813340887,-0.07799352353282452,-0.06677715173754972
2026-02-02,SOFI,pead_yahoo,buy,0.433,0.5366,EPS surprise 8.66% after earnings on 2026-01-30; hold 5 trading days,-0.014492739851898917,-0.006037376721186094,-0.03306157358508721,-0.03096214879412784,-0.15715576654640062,-0.13547077979463118
2026-04-29,SOFI,pead_yahoo,sell,-0.2085,0.4917,EPS surprise -4.17% after earnings on 2026-04-28; hold 5 trading days,-0.037037087089724974,-0.04698671451692915,-0.04991946135736147,-0.08118790547555932,-0.09307566700996905,-0.15353261838984755
2026-07-30,SOFI,pead_yahoo,buy,0.501,0.5502,EPS surprise 10.02% after earnings on 2026-07-29; hold 5 trading days,-0.009714623805865963,-0.016914433480920255,,,,
2024-02-27,HIMS,pead_yahoo,sell,-0.8035,0.6107,EPS surprise -16.07% after earnings on 2024-02-26; hold 5 trading days,0.0074460446163345795,0.008767692417483208,-0.060312691551482445,-0.0608058562953564,-0.17795974202080678,-0.20139494028182314
2024-05-07,HIMS,pead_yahoo,buy,1.0,0.6752,EPS surprise 22.52% after earnings on 2024-05-06; hold 5 trading days,-0.016194393260063333,-0.01629105526948582,0.11255055438978201,0.10063893863767492,0.761133548840556,0.7272356338365584
2024-08-06,HIMS,pead_yahoo,buy,1.0,0.7356,EPS surprise 28.56% after earnings on 2024-08-05; hold 5 trading days,-0.04976293169442958,-0.0430789307246936,-0.0533175155969261,-0.09140992713248242,-0.13447865029314754,-0.18963518854149297
2024-11-05,HIMS,pead_yahoo,buy,1.0,0.95,EPS surprise 187.40% after earnings on 2024-11-04; hold 5 trading days,0.1346899597312856,0.109824404820972,0.2931202191528859,0.25809332166813337,0.643410812597077,0.589726123361479
2025-02-25,HIMS,pead_yahoo,buy,0.209,0.4918,EPS surprise 4.18% after earnings on 2025-02-24; hold 5 trading days,0.0509282174664516,0.050423391473757295,0.015805345169804808,0.045052795978286486,-0.07074760791879842,-0.03914426824064632
2025-05-06,HIMS,pead_yahoo,buy,1.0,0.6918,EPS surprise 24.18% after earnings on 2025-05-05; hold 5 trading days,0.05821704431680286,0.05401153846062812,0.2937133297101293,0.2435343038063409,0.08368706867781217,0.017241102869078206
2025-08-05,HIMS,pead_yahoo,buy,1.0,0.7125,EPS surprise 26.25% after earnings on 2025-08-04; hold 5 trading days,-0.07907059354201718,-0.08673028877929789,-0.13616717058643069,-0.15960783244132726,-0.19920751588798724,-0.22432021277951641
2025-11-04,HIMS,pead_yahoo,buy,1.0,0.6542,EPS surprise 20.42% after earnings on 2025-11-03; hold 5 trading days,0.021967716910421542,0.018502242576390326,-0.07104465647310165,-0.08253688127887993,-0.1336761182126428,-0.146486414609721
2026-02-24,HIMS,pead_yahoo,buy,1.0,0.6582,EPS surprise 20.82% after earnings on 2026-02-23; hold 5 trading days,0.02328587682981631,0.014847600792662563,0.02328587682981631,0.033498954221882205,0.3803363583397308,0.4300489998234637
2026-05-12,HIMS,pead_yahoo,sell,-1.0,0.95,EPS surprise -244.04% after earnings on 2026-05-11; hold 5 trading days,0.0355573820448164,0.029962534008036168,0.1034758322627517,0.10950418883050517,-0.10986815519614557,-0.09259594499469681
2024-02-23,RLAY,pead_yahoo,buy,0.646,0.5792,EPS surprise 12.92% after earnings on 2024-02-22; hold 5 trading days,0.015999984741210893,0.019662514714207435,0.007999992370605558,-0.0018453742186048672,-0.2210000038146973,-0.2473070151538237
2024-05-03,RLAY,pead_yahoo,buy,0.4945,0.5489,EPS surprise 9.89% after earnings on 2024-05-02; hold 5 trading days,0.002840906397000742,-0.0074859114383862835,-0.08806816603957612,-0.10674644676273215,-0.035511363828785614,-0.06780219480948979
2024-08-07,RLAY,pead_yahoo,buy,0.267,0.5034,EPS surprise 5.34% after earnings on 2024-08-06; hold 5 trading days,0.027190378895388667,0.004073015130380941,-0.027190306865605196,-0.07556501892089051,-0.019637479862273266,-0.07931050999680933
2024-11-07,RLAY,pead_yahoo,buy,0.981,0.6462,EPS surprise 19.62% after earnings on 2024-11-06; hold 5 trading days,0.009771977863882952,0.005440255506473424,-0.08794787843572249,-0.08415343270578557,-0.2491856296809548,-0.26966885277505737
2025-02-27,RLAY,pead_yahoo,buy,0.895,0.629,EPS surprise 17.90% after earnings on 2025-02-26; hold 5 trading days,0.04923079564021182,0.03362528316553526,0.07076923663799572,0.09186139299691398,-0.07999999706561745,-0.04928472302396747
2025-05-06,RLAY,pead_yahoo,buy,0.205,0.491,EPS surprise 4.10% after earnings on 2025-05-05; hold 5 trading days,-0.06349207670750456,-0.0676975825636793,-0.10158735300738164,-0.15176637891117006,0.025396800407627707,-0.04104916540110626
2025-08-08,RLAY,pead_yahoo,buy,0.6475,0.5795,EPS surprise 12.95% after earnings on 2025-08-07; hold 5 trading days,0.00931676121838998,0.011294239764653935,0.09937886037252985,0.08955430555665012,0.2608695362440292,0.24258581022002268
2025-11-07,RLAY,pead_yahoo,sell,-0.1375,0.4775,EPS surprise -2.75% after earnings on 2025-11-06; hold 5 trading days,-0.019834691202630594,-0.035439013594748214,-0.03966938240526119,-0.041100179631029965,-0.2611570039494726,-0.280025261446035
2026-02-27,RLAY,pead_yahoo,buy,1.0,0.6669,EPS surprise 21.69% after earnings on 2026-02-26; hold 5 trading days,-0.045808991865883275,-0.04637753463471328,-0.03606236620907033,-0.016222447922635053,-0.06432746907297471,0.011329558169032361
2026-05-06,RLAY,pead_yahoo,sell,-0.7505,0.6001,EPS surprise -15.01% after earnings on 2026-05-05; hold 5 trading days,0.031733734132431746,0.03479983928975805,-0.02321982886713081,-0.03477561191124656,-0.12538698730594544,-0.15708371437343094
2024-02-14,HOOD,pead_yahoo,buy,1.0,0.95,EPS surprise 72.19% after earnings on 2024-02-13; hold 5 trading days,0.002989533745209494,-0.0039102042873055964,0.0440956761989193,0.026184465045830274,0.34902833203860295,0.31617436039533753
2024-05-09,HOOD,pead_yahoo,buy,1.0,0.95,EPS surprise 224.62% after earnings on 2024-05-08; hold 5 trading days,-0.06184969607004576,-0.06313782104327836,0.034682104504628386,0.01830280579234267,0.28208099903618256,0.25547426025814124
2024-08-08,HOOD,pead_yahoo,buy,0.7995,0.6099,EPS surprise 15.99% after earnings on 2024-08-07; hold 5 trading days,0.010716330454775269,0.006306708834770136,0.10265085966238319,0.06040082314365858,0.06824596858780674,0.04994772965298022
2025-02-13,HOOD,pead_yahoo,buy,1.0,0.95,EPS surprise 99.10% after earnings on 2025-02-12; hold 5 trading days,0.023197485265432638,0.023246635319848052,-0.19122258477791076,-0.175166333091193,-0.384952944393253,-0.3080008764072161
2025-05-01,HOOD,pead_yahoo,buy,0.989,0.6478,EPS surprise 19.78% after earnings on 2025-04-30; hold 5 trading days,0.04225656940879463,0.02741237097846061,0.15980267982898178,0.14800253442962963,0.4189189841580414,0.36355335025227653
2025-07-31,HOOD,pead_yahoo,buy,1.0,0.8099,EPS surprise 35.99% after earnings on 2025-07-30; hold 5 trading days,-0.030567699491447775,-0.014177296209253565,0.07937894287171732,0.07911001661940698,0.006210571282826649,-0.020431571112127234
2025-11-06,HOOD,pead_yahoo,buy,0.6035,0.5707,EPS surprise 12.07% after earnings on 2025-11-05; hold 5 trading days,0.025810503084957803,0.02482592408876938,-0.04367330006129688,-0.04625416633966195,0.038322277675616245,0.015377662588821117
2026-02-11,HOOD,pead_yahoo,buy,0.313,0.5126,EPS surprise 6.26% after earnings on 2026-02-10; hold 5 trading days,-0.08785428199149803,-0.07240540907694593,-0.02975502960756904,-0.01894509656753307,-0.02372705457429014,0.01370288876293635
2026-04-29,HOOD,pead_yahoo,buy,0.4315,0.5363,EPS surprise 8.63% after earnings on 2026-04-28; hold 5 trading days,0.023735990362959924,0.013786362935755747,0.11025289943793215,0.0789844553197343,0.19157303334667053,0.13111608196679203
2026-07-30,HOOD,pead_yahoo,buy,1.0,0.8871,EPS surprise 43.71% after earnings on 2026-07-29; hold 5 trading days,-0.0004619043444821225,-0.007661714019536414,,,,
2024-02-28,LMND,pead_yahoo,buy,1.0,0.6843,EPS surprise 23.43% after earnings on 2024-02-27; hold 5 trading days,0.034394902446709175,0.030799957612960283,0.02484078650068522,0.017947114934584896,0.03757968875350093,0.004177933097627928
2024-05-02,LMND,pead_yahoo,buy,0.336,0.5172,EPS surprise 6.72% after earnings on 2024-05-01; hold 5 trading days,-0.0202931575533426,-0.032688480169337786,-0.04227733989157356,-0.07225572566559502,-0.06933481161814015,-0.11356980041462428
2024-07-31,LMND,pead_yahoo,buy,0.36,0.522,EPS surprise 7.20% after earnings on 2024-07-30; hold 5 trading days,-0.04048815428640884,-0.026327213440125452,-0.14919580874170746,-0.09082717971070942,-0.019966755221379917,-0.03356489299588217
2024-10-31,LMND,pead_yahoo,buy,0.343,0.5186,EPS surprise 6.86% after earnings on 2024-10-30; hold 5 trading days,0.01598650203822305,0.011765970037164397,0.1497685905504318,0.1023396900011111,1.1796382152095846,1.1200047524370145
2025-02-26,LMND,pead_yahoo,buy,1.0,0.7033,EPS surprise 25.33% after earnings on 2025-02-25; hold 5 trading days,0.12642946633135788,0.14239137063569474,0.16994924925714594,0.18925826276846613,0.08894533919239178,0.1325924481016627
2025-05-07,LMND,pead_yahoo,buy,0.4615,0.5423,EPS surprise 9.23% after earnings on 2025-05-06; hold 5 trading days,0.021931263274179047,0.014963477522741186,0.029459952482980833,-0.017657576325850854,0.17054007249048797,0.11369259500491657
2025-11-06,LMND,pead_yahoo,buy,1.0,0.7256,EPS surprise 27.56% after earnings on 2025-11-05; hold 5 trading days,-0.001464137020803058,-0.0024487160169914812,-0.06854777165921011,-0.07112863793757518,0.05111146156884039,0.02816684648204526
2026-02-20,LMND,pead_yahoo,buy,1.0,0.7756,EPS surprise 32.56% after earnings on 2026-02-19; hold 5 trading days,-0.11865299055684397,-0.10844168831856948,-0.09719070949839625,-0.09220107679028755,0.1198743459651439,0.17914067581101956
2026-04-30,LMND,pead_yahoo,buy,0.6895,0.5879,EPS surprise 13.79% after earnings on 2026-04-29; hold 5 trading days,0.00035311543042371163,-0.002415998397947261,-0.03901834583841035,-0.056996310979254616,0.024011310469754577,-0.028614421778467847
2024-02-08,OSCR,pead_yahoo,buy,0.319,0.5138,EPS surprise 6.38% after earnings on 2024-02-07; hold 5 trading days,0.05995203727242737,0.054172608711497316,0.0941246802218012,0.08671979503322502,-0.12290168784341993,-0.14979202678131864
2024-05-08,OSCR,pead_yahoo,buy,1.0,0.95,EPS surprise 129.63% after earnings on 2024-05-07; hold 5 trading days,0.06943107762531975,0.06366920973405543,0.0920925683939453,0.06774943183670867,-0.05978783919009234,-0.09356647106746352
2024-08-08,OSCR,pead_yahoo,buy,1.0,0.7403,EPS surprise 29.03% after earnings on 2024-08-07; hold 5 trading days,-0.02273958266962517,-0.027149204289630302,-0.02273958266962517,-0.06498961918834978,-0.08012991863872099,-0.0984281575735475
2024-11-08,OSCR,pead_yahoo,sell,-1.0,0.7004,EPS surprise -25.04% after earnings on 2024-11-07; hold 5 trading days,-0.01920238032602284,-0.02015526707085713,-0.09822746879269828,-0.07743139665736576,-0.22230423070072036,-0.23315361000810975
2025-02-05,OSCR,pead_yahoo,sell,-0.3245,0.5149,EPS surprise -6.49% after earnings on 2025-02-04; hold 5 trading days,0.06158731854151167,0.05811170250278663,0.1263491918170263,0.12777249027331816,0.008253975520058243,0.060403772379306275
2025-05-08,OSCR,pead_yahoo,buy,0.6965,0.5893,EPS surprise 13.93% after earnings on 2025-05-07; hold 5 trading days,0.002930899529569153,0.004205048657512589,-0.029308324481379433,-0.07425934653887101,-0.09613126852216136,-0.15644347826464955
2025-08-07,OSCR,pead_yahoo,sell,-0.323,0.5146,EPS surprise -6.46% after earnings on 2025-08-06; hold 5 trading days,-0.01978893098643897,-0.02758646784018559,0.03166223925248035,0.011575229039698653,-0.28166230215975774,-0.3053712625937237
2025-11-07,OSCR,pead_yahoo,buy,0.4325,0.5365,EPS surprise 8.65% after earnings on 2025-11-06; hold 5 trading days,-0.17550788810321383,-0.19111221049533145,-0.21670425212824918,-0.21813504935401795,-0.055869063740429215,-0.07473732123699162
2026-02-11,OSCR,pead_yahoo,sell,-1.0,0.7958,EPS surprise -34.58% after earnings on 2026-02-10; hold 5 trading days,-0.008088209822929349,0.0073606630916227545,-0.00955876155295754,0.0012511714870784285,0.04411767387060073,0.08154761720782722
2026-05-07,OSCR,pead_yahoo,buy,1.0,0.95,EPS surprise 88.18% after earnings on 2026-05-06; hold 5 trading days,0.02108282745642409,0.012826754455181888,0.10924766112182982,0.08657076258336804,0.17441299680283784,0.16625261712643136
2024-02-14,WELL,pead_yahoo,buy,0.9665,0.6433,EPS surprise 19.33% after earnings on 2024-02-13; hold 5 trading days,0.003962676516050978,-0.0029370615164641123,0.004819502356271155,-0.01309170879681787,-0.01788589214110281,-0.05073986378436823
2024-04-30,WELL,pead_yahoo,buy,1.0,0.95,EPS surprise 60.19% after earnings on 2024-04-29; hold 5 trading days,-0.009655732375441817,-0.006408581399031887,0.02287993632562335,-0.00732047669943281,0.05625525481761673,0.008205603294209052
2024-07-30,WELL,pead_yahoo,buy,1.0,0.701,EPS surprise 25.10% after earnings on 2024-07-29; hold 5 trading days,-0.008820366024695936,-0.025074974066381817,0.024233796084035086,0.06085736727580171,0.07145406651018615,0.0353655101290169
2024-10-29,WELL,pead_yahoo,buy,0.8515,0.6203,EPS surprise 17.03% after earnings on 2024-10-28; hold 5 trading days,0.00808213659494128,0.011107403807994132,-0.01616427318988245,-0.00744947669984708,0.011795619769720433,-0.02065707502198566
2025-02-12,WELL,pead_yahoo,sell,-0.8815,0.6263,EPS surprise -17.63% after earnings on 2025-02-11; hold 5 trading days,-0.033720153183660395,-0.044277689765201966,-0.026075135318899267,-0.03771001284091402,0.004163826691819583,0.09024842577430947
2025-04-29,WELL,pead_yahoo,buy,0.2635,0.5027,EPS surprise 5.27% after earnings on 2025-04-28; hold 5 trading days,0.007327704262337642,0.006930874452447,-0.0064694729018988095,-0.01455141187136788,0.001452345041643932,-0.058819650742534924
2025-07-29,WELL,pead_yahoo,buy,0.1695,0.4839,EPS surprise 3.39% after earnings on 2025-07-28; hold 5 trading days,0.0025307191609689195,0.0037900268155840466,0.02247526859871707,0.03395094619597305,-0.0007231282906819958,-0.016307240664698353
2025-10-28,WELL,pead_yahoo,buy,0.1545,0.4809,EPS surprise 3.09% after earnings on 2025-10-27; hold 5 trading days,-0.015247580862030707,-0.015727913134345295,0.02587651215493758,0.04308026054113401,0.13850862444264456,0.15603253512020798
2026-02-11,WELL,pead_yahoo,sell,-0.3535,0.5207,EPS surprise -7.07% after earnings on 2026-02-10; hold 5 trading days,-0.0012506951160720092,0.014198177798480094,-0.000625310857081729,0.01018462218295424,0.008081623509280655,0.045511566846507145
2026-04-29,WELL,pead_yahoo,buy,0.469,0.5438,EPS surprise 9.38% after earnings on 2026-04-28; hold 5 trading days,0.024753642749071325,0.014804015321867148,0.02065163354444355,-0.010616810573754298,-0.00848697761722883,-0.06894392899710733
2026-07-28,WELL,pead_yahoo,sell,-0.844,0.6188,EPS surprise -16.88% after earnings on 2026-07-27; hold 5 trading days,0.010222956104154468,0.025610429586740535,,,,
2024-02-28,ZETA,pead_yahoo,buy,1.0,0.7249,EPS surprise 27.49% after earnings on 2024-02-27; hold 5 trading days,-0.009433997912352998,-0.01302894274610189,-0.05377364414957719,-0.06066731571567752,0.03113206715378425,-0.0022696885020887514
2024-08-01,ZETA,pead_yahoo,buy,1.0,0.788,EPS surprise 33.80% after earnings on 2024-07-31; hold 5 trading days,-0.04085033562260221,-0.022231921284483147,-0.0191746181267769,0.003587366236821321,0.08170075075119243,0.053450874055671616
2024-11-12,ZETA,pead_yahoo,sell,-0.225,0.495,EPS surprise -4.50% after earnings on 2024-11-11; hold 5 trading days,0.3706590835926311,0.3701732768989081,0.2197023035594763,0.23075949295659948,0.23706586780613736,0.21937446702430663
2025-02-26,ZETA,pead_yahoo,buy,0.572,0.5644,EPS surprise 11.44% after earnings on 2025-02-25; hold 5 trading days,-0.06302762016779084,-0.04706571586345398,-0.035453069886668964,-0.01614405637534877,-0.14969053081393013,-0.10604342190465921
2025-08-06,ZETA,pead_yahoo,buy,0.6375,0.5775,EPS surprise 12.75% after earnings on 2025-08-05; hold 5 trading days,-0.03213048112893924,-0.031292860988708315,-0.08848240477917657,-0.10762015374546219,-0.07661884686771481,-0.10244135242066188
2025-11-06,ZETA,pead_yahoo,buy,1.0,0.9222,EPS surprise 47.22% after earnings on 2025-11-05; hold 5 trading days,-0.003575061036617644,-0.004559640032806067,-0.05464758421825833,-0.057228450496623395,-0.027068472354988216,-0.050013087441783344
2026-02-26,ZETA,pead_yahoo,buy,1.0,0.95,EPS surprise 58.13% after earnings on 2026-02-25; hold 5 trading days,-0.06146172402143035,-0.05665975446215055,0.04706536027715069,0.05865681592182248,-0.10963452939022611,-0.045497054095828604
2026-05-04,ZETA,pead_yahoo,buy,1.0,0.8418,EPS surprise 39.18% after earnings on 2026-05-01; hold 5 trading days,-0.033044351747342215,-0.04106653763233448,-0.10563374606183118,-0.1352851126692317,0.36782238636396514,0.3099401883537174
